,NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,KPH,ELAPSED,HOUR,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,AIR_TEMP,TRACK_TEMP,WIND_SPEED,WIND_DIRECTION
0,2,1,9:53.352,0,11.8,9:53.352,2020-11-10 12:54:53.352,Sam BIRD,0:08:32.512,,4,DS Virgin Racing,VIRGIN,27.6667,32.7778,2.12187,192.0
1,2,2,1:03.557,2,110.6,10:56.909,2020-11-10 12:55:56.909,Sam BIRD,,,4,DS Virgin Racing,VIRGIN,,,,
2,25,1,1:26.165,0,81.6,1:26.165,2020-11-10 12:46:26.165,Jean-Eric VERGNE,,,1,TECHEETAH,TECHEETAH,28.2222,33.8889,1.06093,275.0
3,25,2,1:03.537,2,110.7,2:29.702,2020-11-10 12:47:29.702,Jean-Eric VERGNE,,,1,TECHEETAH,TECHEETAH,,,,
4,37,1,3:32.574,0,33.1,3:32.574,2020-11-10 12:48:32.574,Alex LYNN,0:02:13.004,,3,DS Virgin Racing,VIRGIN,28.2222,33.3333,1.06093,275.0
5,37,2,1:03.296,3,111.1,4:35.870,2020-11-10 12:49:35.870,Alex LYNN,,,3,DS Virgin Racing,VIRGIN,,,,
6,66,1,5:36.470,0,20.9,5:36.470,2020-11-10 12:50:36.470,Daniel ABT,0:04:20.061,,3,ABT Schaeffler Audi Sport,ABT,28.1111,33.3333,2.12187,253.0
7,66,2,1:03.534,2,110.7,6:40.004,2020-11-10 12:51:40.004,Daniel ABT,,,3,ABT Schaeffler Audi Sport,ABT,,,,
8,7,1,7:38.023,0,15.4,7:38.023,2020-11-10 12:52:38.023,Jérôme D'AMBROSIO,0:05:26.371,,2,Faraday Future Dragon Racing,FARADAY,27.8889,33.3333,2.12187,232.0
9,7,2,1:07.203,2,104.6,8:45.226,2020-11-10 12:53:45.226,Jérôme D'AMBROSIO,,,2,Faraday Future Dragon Racing,FARADAY,,,,
10,19,1,8:00.257,0,14.6,8:00.257,2020-11-10 09:53:00.257,Felix ROSENQVIST,0:06:41.345,,2,Mahindra Racing,MAHINDRA,25.5,26.6667,1.06093,206.0
11,19,2,1:02.322,2,112.8,9:02.579,2020-11-10 09:54:02.579,Felix ROSENQVIST,,,2,Mahindra Racing,MAHINDRA,,,,
12,2,1,3:38.453,0,32.2,3:38.453,2020-11-10 09:48:38.453,Sam BIRD,0:02:18.633,,1,DS Virgin Racing,VIRGIN,25.9444,27.2222,1.06093,192.0
13,2,2,1:02.285,3,112.9,4:40.738,2020-11-10 09:49:40.738,Sam BIRD,,,1,DS Virgin Racing,VIRGIN,,,,
14,23,1,1:23.511,0,84.2,1:23.511,2020-11-10 09:46:23.511,Nick HEIDFELD,0:00:04.794,,4,Mahindra Racing,MAHINDRA,25.9444,27.2222,1.06093,192.0
15,23,2,1:03.210,2,111.2,2:26.721,2020-11-10 09:47:26.721,Nick HEIDFELD,,,4,Mahindra Racing,MAHINDRA,,,,
16,25,1,5:54.050,0,19.9,5:54.050,2020-11-10 09:50:54.050,Jean-Eric VERGNE,0:04:24.965,,3,TECHEETAH,TECHEETAH,25.5,26.6667,1.06093,206.0
17,25,2,1:02.544,2,112.4,6:56.594,2020-11-10 09:51:56.594,Jean-Eric VERGNE,,,3,TECHEETAH,TECHEETAH,,,,
18,9,1,10:06.073,0,11.6,10:06.073,2020-11-10 09:55:06.073,Pierre GASLY,0:08:46.015,,3,Renault e.dams,RENAULT,25.5,26.6667,1.06093,206.0
19,9,2,1:03.173,2,111.3,11:09.246,2020-11-10 09:56:09.246,Pierre GASLY,,,3,Renault e.dams,RENAULT,25.5,26.666699999999995,1.06093,206.0
